time_s,energy,centroid,onset,harm_flux,perc_onset,melody_f0,contrast
172.50,0.08096,1990.09065,28.94572,0.08966,61.05752,290.69824,2.69506
173.00,0.08429,1972.15337,66.02471,0.10336,107.30012,96.89941,3.03122
173.50,0.12874,1431.23346,114.34189,0.14750,78.66571,133.50586,2.82859
174.00,0.04792,1414.81821,9.78093,0.05346,35.24813,96.89941,3.06630
174.50,0.13132,1993.83110,93.26125,0.08633,187.90740,549.09668,3.41861
175.00,0.13351,2305.66684,93.47825,0.21173,184.01624,727.82227,3.49195
175.50,0.10561,2183.57315,128.05040,0.28697,191.58931,546.94336,3.34713
176.00,0.15125,2036.40589,129.45391,0.22453,168.39979,876.40137,3.55082
176.50,0.09876,2306.54438,91.59942,0.15112,280.62875,682.60254,3.35973
177.00,0.15684,2538.13420,165.97130,0.17304,262.16102,465.11719,3.04691
177.50,0.11995,2415.81625,72.67545,0.14624,217.47656,553.40332,2.72129
178.00,0.10260,2386.51132,89.35556,0.16178,242.72995,656.76270,3.00850
178.50,0.15553,1961.81441,141.86948,0.17764,231.47298,359.60449,2.86928
179.00,0.18139,1723.85139,137.02666,0.08414,143.12165,785.96191,3.17434
179.50,0.14498,2132.23749,158.09350,0.07327,284.68910,777.34863,3.19178
180.00,0.17459,1832.23457,206.27273,0.09723,215.94209,650.30273,3.20528
180.50,0.14129,1363.09773,119.02679,0.12831,131.88588,234.71191,3.36205
181.00,0.07891,3063.12609,71.65434,0.14008,490.82776,191.64551,2.70680
181.50,0.12909,2912.33388,111.54309,0.10682,222.13763,335.91797,2.79979
182.00,0.16600,1940.30469,161.11552,0.16500,206.16248,307.92480,3.11373
182.50,0.12585,2625.06176,108.57457,0.21017,356.81939,424.20410,2.75006
183.00,0.13675,2694.88211,115.34781,0.13288,280.86448,676.14258,3.07125
183.50,0.16237,2071.50653,167.05817,0.19965,334.01315,363.91113,3.15281
184.00,0.16561,1764.58829,173.59311,0.32058,175.85429,553.40332,3.23858
184.50,0.08853,2133.70355,68.80841,0.14585,126.10698,376.83105,3.07502
185.00,0.15703,1922.95665,154.57329,0.20081,198.45270,458.65723,3.39323
185.50,0.15750,1717.19805,131.65342,0.13351,111.42643,338.07129,3.17578
186.00,0.14367,2183.36713,87.49723,0.15446,296.84672,783.80859,2.69322
186.50,0.16671,1902.18248,196.01409,0.14042,209.58562,785.96191,2.89060
187.00,0.16490,1527.69865,124.79908,0.12899,157.10835,508.18359,3.17105
187.50,0.07760,2386.70678,62.14032,0.08428,138.59862,333.76465,2.62317
188.00,0.12521,2106.19753,103.14650,0.17659,161.38328,527.56348,3.11134
188.50,0.14381,2381.95078,145.32737,0.20778,350.01624,383.29102,3.22919
189.00,0.16427,2019.31332,170.57015,0.18404,186.42828,682.60254,3.09076
189.50,0.13159,2295.08439,95.70502,0.14474,279.99994,885.01465,2.89229
190.00,0.15726,1910.99663,153.27358,0.16342,229.47992,419.89746,3.08110
190.50,0.14706,2756.42051,144.46179,0.20892,280.23944,577.08984,2.87479
191.00,0.16032,2092.78236,147.72239,0.27092,244.44979,766.58203,3.17494
191.50,0.13296,2081.65967,151.21700,0.12917,165.10150,230.40527,2.82824
192.00,0.15543,2092.92345,140.87307,0.14949,277.17163,247.63184,2.78585
192.50,0.08615,2223.83034,53.40919,0.09689,154.59392,174.41895,2.62800
193.00,0.08115,2325.45900,41.32903,0.08210,252.23074,193.79883,2.66423
193.50,0.14380,1545.46310,142.43787,0.14888,61.03430,150.73242,2.83906
194.00,0.09267,2002.49778,62.51235,0.13373,92.99765,292.85156,2.81582
194.50,0.13217,2634.92936,94.81960,0.15047,351.49226,467.27051,2.90218
195.00,0.14638,2026.44992,149.66726,0.18854,316.95750,641.68945,3.13474
195.50,0.14016,2273.11812,138.90763,0.22361,280.45001,245.47852,2.81133
196.00,0.12679,2563.37886,119.49674,0.10089,309.32751,887.16797,2.89031
196.50,0.13057,2108.66502,130.74010,0.14337,222.73967,262.70508,3.31508
197.00,0.15879,2018.78491,157.82518,0.17550,240.60485,478.03711,3.40690
197.50,0.12618,2114.27783,114.34747,0.25316,204.30010,749.35547,2.98653
198.00,0.10063,2259.27899,95.05416,0.16270,363.42884,432.81738,3.02066
198.50,0.15509,1776.79051,148.78611,0.17916,220.34316,497.41699,3.04835
199.00,0.16330,1875.70750,84.96977,0.08451,137.25515,708.44238,2.86222
199.50,0.13715,2151.86323,147.32619,0.09434,255.23002,783.80859,3.18740
200.00,0.15771,2044.48775,130.91459,0.11484,189.25874,645.99609,3.08651
200.50,0.15321,3145.37624,146.11002,0.15133,343.49362,445.73730,2.60523
201.00,0.09134,2764.34784,74.60261,0.18600,294.30841,335.91797,2.53986
201.50,0.12976,2616.39471,116.72297,0.18261,284.58872,876.40137,3.09752
202.00,0.14628,2755.19829,136.87031,0.15785,272.59296,630.92285,2.36774
202.50,0.10218,2445.99685,106.20599,0.17698,195.12009,299.31152,2.66939
203.00,0.11705,2110.35830,104.28950,0.19715,160.10169,322.99805,2.76603
203.50,0.16336,1612.06469,132.25444,0.17469,143.90169,546.94336,2.85942
204.00,0.12834,2163.18032,66.36332,0.10442,176.75840,658.91602,2.65301
204.50,0.12188,2225.55434,88.81555,0.09910,199.19322,663.22266,2.89904
205.00,0.14540,1900.89937,144.83343,0.22132,163.69999,665.37598,2.79742
205.50,0.14098,1769.32191,107.31920,0.14358,127.71653,486.65039,2.98724
206.00,0.10458,2313.35778,49.98942,0.13105,200.81288,587.85645,2.91196
206.50,0.13701,1961.50559,126.21293,0.14666,171.02481,484.49707,2.82732
207.00,0.13984,2993.66240,133.58245,0.16201,376.62537,144.27246,2.76419
207.50,0.11297,2526.56101,113.78021,0.21623,266.44783,661.06934,2.96872
208.00,0.14155,2499.65207,123.11799,0.13806,216.42759,536.17676,3.09692
208.50,0.14738,1797.06623,126.89259,0.12208,143.60842,514.64355,3.11061
209.00,0.11633,2410.61583,90.61732,0.13955,281.41817,413.43750,2.92783
209.50,0.12489,2680.71333,110.28784,0.15206,225.83681,592.16309,2.69555
210.00,0.16176,2219.34422,139.05013,0.14645,324.92766,495.26367,2.50922
210.50,0.12977,2216.09630,100.84017,0.09700,132.45987,585.70312,2.65797
211.00,0.11053,2557.66357,77.65705,0.07278,152.75786,587.85645,2.73893
211.50,0.14334,2171.84589,118.15861,0.09017,148.15382,387.59766,2.81447
212.00,0.13727,1883.40486,128.40840,0.18154,102.80612,370.37109,2.84681
212.50,0.09856,2614.28189,70.00737,0.09841,346.71151,335.91797,2.64461
213.00,0.12033,2384.05766,134.75811,0.19029,230.57698,551.25000,3.03178
213.50,0.14502,1858.42280,100.22226,0.12763,170.67854,322.99805,2.80442
214.00,0.07030,2412.45316,55.66431,0.11266,120.79807,346.68457,2.56748
214.50,0.10776,2550.46001,92.88106,0.18607,199.81776,422.05078,2.79581
215.00,0.13634,2276.54364,137.46738,0.24681,175.39764,844.10156,2.82609
215.50,0.07587,4042.63933,62.39052,0.17244,419.74755,191.64551,2.57039
216.00,0.05054,2597.12634,24.69270,0.11211,90.13007,107.66602,2.46973
216.50,0.03615,1808.25855,6.51207,0.04309,21.96153,107.66602,3.12638
217.00,0.03223,2016.16289,11.88220,0.04599,38.17747,118.43262,2.96038
217.50,0.05515,1906.50606,41.11115,0.09531,77.58204,340.22461,2.89589
218.00,0.13061,2481.41987,82.71448,0.18182,113.29100,450.04395,2.84911
218.50,0.08596,2791.66457,86.54617,0.25111,248.48911,359.60449,2.40136
219.00,0.12438,1962.28379,103.12679,0.11828,75.15328,988.37402,2.61192
219.50,0.11262,2065.10585,42.84530,0.11698,70.05799,803.18848,2.31408
220.00,0.09186,2019.23917,46.97002,0.15325,69.03532,585.70312,2.57276
220.50,0.06914,2004.52384,19.66890,0.09082,38.52562,381.13770,2.64994
221.00,0.05280,3389.56487,28.55634,0.08806,326.88705,86.13281,2.68708
221.50,0.06958,4235.71413,56.92190,0.15310,112.70250,318.69141,2.44610
222.00,0.02352,3785.13534,17.93505,0.08498,96.05248,389.75098,2.10317
222.50,0.05816,2166.50511,31.54406,0.14009,68.77610,389.75098,2.40968
223.00,0.06478,1051.43708,38.10601,0.14927,7.49980,391.90430,2.97488
223.50,0.05198,1036.75171,14.12862,0.11066,6.66251,391.90430,3.12380
224.00,0.01943,1463.47912,12.96859,0.19958,1.47117,389.75098,2.92307
224.50,0.00060,1727.77792,0.29234,0.12064,0.14680,389.75098,3.19588
225.00,0.00020,1913.62401,0.06658,0.08296,0.08453,387.59766,4.23908
225.50,0.00004,2829.82149,0.00966,0.06284,0.05321,389.75098,2.88681
